10,0.001783,282
11,0.001566,228
12,0.002178,264
13,0.002309,220
14,0.002075,248
15,0.001867,258
16,0.002126,198
17,0.002661,212
18,0.002403,246
19,0.002506,242
20,0.002806,244
21,0.003179,236
22,0.003196,230
23,0.003458,226
24,0.00349,248
25,0.003948,246
26,0.003942,266
27,0.004869,238
28,0.003981,224
29,0.004121,274
30,0.00417,294
31,0.004221,216
32,0.004677,218
33,0.004311,250
34,0.005206,220
35,0.005693,226
36,0.005393,234
37,0.005082,236
38,0.005283,224
39,0.005505,234
40,0.00563,236
41,0.005874,268
42,0.006342,220
43,0.005742,232
44,0.00569,256
45,0.005882,272
46,0.006386,266
47,0.006734,288
48,0.006487,228
49,0.006811,234
50,0.00694,288
51,0.006948,244
52,0.007877,290
53,0.007041,260
54,0.007531,258
55,0.007526,308
56,0.007682,244
57,0.00779,268
58,0.008103,280
59,0.008549,234
60,0.008294,236
61,0.008929,252
62,0.00792,240
63,0.009045,292
64,0.009131,252
65,0.009766,244
66,0.009464,274
67,0.009796,274
68,0.009461,240
69,0.009098,272
70,0.01004,234
71,0.010106,248
72,0.010211,240
73,0.010506,264
74,0.009943,252
75,0.010336,260
76,0.010187,270
77,0.011204,224
78,0.01045,254
79,0.011041,260
80,0.011227,268
81,0.010796,250
82,0.011168,234
83,0.011677,266
84,0.011729,242
85,0.011569,250
86,0.012166,274
87,0.011638,300
88,0.01202,230
89,0.012123,242
90,0.01255,260
91,0.013074,270
92,0.013166,272
93,0.013456,252
94,0.013651,308
95,0.012854,262
96,0.013242,270
97,0.013968,266
98,0.014457,256
99,0.013306,268
100,0.014479,270
101,0.014218,258
102,0.01445,276
103,0.014721,238
104,0.014626,248
105,0.014556,272
106,0.014389,278
107,0.015201,258
108,0.015591,272
109,0.014662,270
110,0.015813,252
111,0.014891,280
112,0.015388,256
113,0.015365,248
114,0.017297,250
115,0.016808,260
116,0.015522,246
117,0.016397,250
118,0.016288,274
119,0.016845,246
120,0.016381,272
121,0.017244,286
122,0.017317,248
123,0.017913,274
124,0.017457,248
125,0.017601,274
126,0.017424,264
127,0.017915,266
128,0.017357,260
129,0.018063,258
130,0.018298,278
131,0.017962,286
132,0.017518,238
133,0.01922,310
134,0.01914,264
135,0.018342,260
136,0.018441,270
137,0.019181,242
138,0.018683,278
139,0.019077,244
140,0.019976,256
141,0.021251,258
142,0.020136,250
143,0.020099,260
144,0.020264,266
145,0.02043,252
146,0.020787,288
147,0.020298,296
148,0.021191,268
149,0.021067,248
150,0.021993,272
151,0.021094,262
152,0.020993,268
153,0.021261,296
154,0.021772,264
155,0.021935,256
156,0.021549,282
157,0.02131,296
158,0.021356,260
159,0.023078,246
160,0.02221,286
161,0.022083,312
162,0.023126,248
163,0.023238,244
164,0.022576,248
165,0.022715,282
166,0.02367,250
167,0.02295,270
168,0.023763,260
169,0.022729,290
170,0.023129,268
171,0.023559,264
172,0.022701,260
173,0.022677,250
174,0.023833,276
175,0.024824,298
176,0.02476,252
177,0.024493,278
178,0.024794,254
